property_id;street_address;city;zipcode;state;latitude;longitude;beds;baths;living_area;lot_area
2921373335;1617 Viewmont Dr;Los Angeles;90069;CA;34.10067;-118.379344;4;4;3750;5053
1466607759;8066 Clinton St;Los Angeles;90048;CA;34.081447;-118.365541;5;4;4300;5345
2232893272;912 S Victoria Ave;Los Angeles;90019;CA;34.056281;-118.323057;4;5;2911;8590
2698861541;434 W 63rd Pl;Los Angeles;90003;CA;33.981685;-118.281709;2;1;572;1409
2180319251;3384 McLaughlin Ave;Los Angeles;90066;CA;34.017547;-118.431453;4;4;2349;6192
1044006131;3837 Coolidge Ave;Los Angeles;90066;CA;34.008026;-118.423321;3;3;1707;5205
1946355440;1255 S Lucerne Blvd;Los Angeles;90019;CA;34.049587;-118.331341;3;1;1380;6142
2129539069;3856 Broadlawn Dr;Los Angeles;90068;CA;34.131854;-118.356446;3;2;1889;7427
2932350891;2391 Yorkshire Dr;Los Angeles;90065;CA;34.1105;-118.231213;3;3;2280;10685
1852531169;1118 W 53rd St;Los Angeles;90037;CA;33.993871;-118.294369;3;2;1893;5171
2309967340;7195 Formosa Fusion Ct;Los Angeles;90046;CA;34.085695;-118.345898;3;4;1548;1159
9142649925;869 Tione Rd;Los Angeles;90077;CA;34.085384;-118.452938;10;23;34380;115434
2132398397;5121 11th Ave;Los Angeles;90043;CA;33.996085;-118.329737;4;2;1654;7523
2276044085;2306 Pelham Ave;Los Angeles;90064;CA;34.044282;-118.424936;5;6;4303;6752
2881062958;2430 Echo Park Ave;Los Angeles;90026;CA;34.095066;-118.24823;5;5;2578;7453
1430798795;2967 Glendower Ave;Los Angeles;90027;CA;34.114903;-118.299629;3;4;2553;18875
2237063909;2017 Parnell Ave;Los Angeles;90025;CA;34.049787;-118.427793;6;6;4289;6761
2044315006;1055 W 110th St;Los Angeles;90044;CA;33.935763;-118.293796;3;2;1014;8122
9534601422;1147 W Alma Ln;Los Angeles;90038;CA;34.092029;-118.341286;3;4;2084;1176
1901396266;9513 Grape St;Los Angeles;90002;CA;33.950099;-118.236612;2;1;722;3376
2459117138;5625 S Sherbourne Dr;Los Angeles;90056;CA;33.990143;-118.375267;5;4;4013;9848
2884405520;8297 Presson Pl;Los Angeles;90069;CA;34.099215;-118.370431;2;3;1812;4961
2000860993;948 Bel Air Rd;Los Angeles;90077;CA;34.09064;-118.44026;0;0;16000;43730
1610179372;1943 S Spaulding Ave;Los Angeles;90016;CA;34.040756;-118.366552;2;1;1095;6734
2136646715;1842 W 51st St;Los Angeles;90062;CA;33.996644;-118.31284;3;2;1252;8058
2130483313;2014 Fairburn Ave;Los Angeles;90025;CA;34.051462;-118.425849;5;6;4114;6077
1377892529;4611 Toland Way;Los Angeles;90041;CA;34.121023;-118.216094;4;3;2084;3642
2989570010;1541 Rising Glen Rd;Los Angeles;90069;CA;34.099771;-118.384488;3;4;2698;9187
2602023804;4223 Don Carlos Dr;Los Angeles;90008;CA;34.00958;-118.356201;4;5;4869;13734
1275176219;3180 Lindo St;Los Angeles;90068;CA;34.131532;-118.34342;5;7;4863;10507
1463896027;419 St Cloud Rd;Los Angeles;90077;CA;34.085695;-118.438454;8;16;;26994
2402370555;822 N Laurel Ave;Los Angeles;90046;CA;34.086176;-118.364512;5;7;3914;6530
2451833832;2233 Aaron St;Los Angeles;90026;CA;34.087598;-118.260719;6;6;2600;7475
1422628107;4121 Michael Ave;Los Angeles;90066;CA;33.991602;-118.438257;2;1;1072;5502
2417818251;1752 W 42nd St;Los Angeles;90062;CA;34.007002;-118.310829;3;2;1134;6159
1251421612;2443 Solar Dr;Los Angeles;90046;CA;34.115642;-118.354856;3;3;2466;5602
1997678866;3464 Greenwood Ave;Los Angeles;90066;CA;34.006651;-118.447322;5;5;3000;5021
1143472081;1774 Westridge Rd;Los Angeles;90049;CA;34.065942;-118.494112;6;5;5868;22303
2325991820;3582 Kelton Ave;Los Angeles;90034;CA;34.020223;-118.414765;3;2;1478;5854
2201964157;7065 Hillside Ave;Los Angeles;90068;CA;34.105546;-118.34549;4;6;5612;14776
1133697031;2942 Virginia Rd;Los Angeles;90016;CA;34.028141;-118.339142;4;3;1836;5298
2388788082;4027 LA Salle Ave;Los Angeles;90062;CA;34.009882;-118.305992;3;2;1701;5185
2089651212;12421 Brooklake St;Los Angeles;90066;CA;34.013285;-118.441874;3;1;1157;6808
2470658208;2712 Butler Ave;Los Angeles;90064;CA;34.027709;-118.435913;3;2;1438;5401
2196644882;1812 W 51st St;Los Angeles;90062;CA;33.996647;-118.311849;5;2;2029;8030
1288182033;3298 N Knoll Dr;Los Angeles;90068;CA;34.129123;-118.342784;4;5;4622;7954
2065147892;4341 Dozier St;Los Angeles;90022;CA;34.041732;-118.172261;1;1;528;3224
2137811405;9236 S Harvard Blvd;Los Angeles;90047;CA;33.951562;-118.306487;3;2;1819;6656
2221630734;543 Wilcox Ave;Los Angeles;90004;CA;34.080199;-118.331283;4;3;2498;13199
1983085138;1957 Linda Flora Dr;Los Angeles;90077;CA;34.105775;-118.466436;6;7;5536;14161
2515578190;9405 Sierra Mar Pl;Los Angeles;90069;CA;34.096892;-118.394313;3;5;5009;18896
2768657503;7911 Hillside Ave;Los Angeles;90046;CA;34.102303;-118.362026;3;4;2300;4195
2642884947;1216 N Virgil Ave;Los Angeles;90029;CA;34.094024;-118.28626;4;4;1826;5751
1804059550;10412 Hebron Ln;Los Angeles;90077;CA;34.104113;-118.446306;3;2;1872;5310
1855604646;6611 W 5th St;Los Angeles;90048;CA;34.068742;-118.371159;4;5;3041;6003
2841168803;12203 S Central Ave;Los Angeles;90059;CA;33.921147;-118.254809;2;2;1380;6727
1994052697;3218 Oakhurst Ave;Los Angeles;90034;CA;34.03223;-118.396382;3;2;1484;5153
1679244536;13240 Chalon Rd;Los Angeles;90049;CA;34.077646;-118.501785;5;6;4349;21850
2581490270;3832 S Cochran Ave;Los Angeles;90008;CA;34.016966;-118.361122;2;2;1656;7205
2976925483;1691 Hill Dr;Los Angeles;90041;CA;34.143963;-118.203383;5;4;2735;8435
2630569516;5347 Stillwater Dr;Los Angeles;90008;CA;34.015789;-118.362703;2;2;1697;8599
1316249125;8919 Thrasher Ave;Los Angeles;90069;CA;34.097588;-118.384934;0;0;;96403
1047121949;5810 S Halm Ave;Los Angeles;90056;CA;33.987473;-118.374821;3;3;2540;8019
1248803304;224 S Avenue 55;Los Angeles;90042;CA;34.105456;-118.194871;2;1;864;7671
1038425686;8968 Wonderland Ave W;Los Angeles;90046;CA;34.108062;-118.389632;3;4;2517;3210
2850948928;2512 Stanford Ave;Los Angeles;90011;CA;34.021229;-118.258883;2;1;1176;2500
1796356872;1903 Preuss Rd;Los Angeles;90034;CA;34.044414;-118.385748;3;2;2630;7871
1000861616;2020 Rosilla Pl;Los Angeles;90046;CA;34.107599;-118.385881;1;2;768;3001
1799166339;1112 W 58th St;Los Angeles;90037;CA;33.989451;-118.294168;3;2;893;4176
1438704250;10633 Le Conte Ave;Los Angeles;90024;CA;34.064801;-118.436888;4;3;3254;8136
2985590778;255 S Coronado St;Los Angeles;90057;CA;34.066754;-118.277626;3;1;1414;3179
2233865335;1069 W Kensington Rd;Los Angeles;90026;CA;34.071922;-118.257945;3;2;1367;9657
2248313149;748 N Detroit St;Los Angeles;90046;CA;34.08485;-118.344832;5;6;5345;6665
2591420680;516 N Virgil Ave;Los Angeles;90004;CA;34.079975;-118.286438;3;1;1036;7004
1487075443;160 N Thurston Ave;Los Angeles;90049;CA;34.075852;-118.463955;4;5;3236;12441
1268494243;4726 College View Ave;Los Angeles;90041;CA;34.132954;-118.220761;2;1;1070;6316
2403470863;1910 W 42nd Pl;Los Angeles;90062;CA;34.006115;-118.314309;4;2;1699;5502
1027767627;8620 Skyline Dr;Los Angeles;90046;CA;34.115791;-118.384491;3;4;3717;10398
2832605860;8010 Fareholm Dr;Los Angeles;90046;CA;34.102269;-118.363389;3;2;2285;4657
2744922246;221 E 59th Pl;Los Angeles;90003;CA;33.986331;-118.271082;3;2;1358;5353
2378027671;10414 Anzac Ave;Los Angeles;90002;CA;33.94107;-118.237664;2;1;798;3251
1353491560;1781 W 24th St;Los Angeles;90018;CA;34.034815;-118.302788;4;2;1271;6651
2941012487;8437 Brier Dr;Los Angeles;90046;CA;34.104715;-118.374551;4;3;2545;6647
2105630078;815 S Spaulding Ave;Los Angeles;90036;CA;34.060346;-118.358858;3;2;1969;5528
1080759797;8115 Amor Rd;Los Angeles;90046;CA;34.120798;-118.375034;2;2;1700;16967
1153394268;1041 W 76th St;Los Angeles;90044;CA;33.971298;-118.29329;3;2;1070;5933
2109841130;1364 S Ridgeley Dr;Los Angeles;90019;CA;34.049201;-118.355201;3;4;1588;6033
1584901691;1916 Jones Ave;Los Angeles;90032;CA;34.064737;-118.186832;3;2;1424;4805
1186036085;2644 Larmar Rd;Los Angeles;90068;CA;34.1163;-118.349411;5;4;3000;12484
1495383822;1320 W 81st Pl;Los Angeles;90044;CA;33.964933;-118.299112;3;3;1812;6608
1173666941;129 E 74th St;Los Angeles;90003;CA;33.973228;-118.27287;4;2;964;3894
1900282904;1800 Melhill Way;Los Angeles;90049;CA;34.066648;-118.500764;2;2;1706;15111
2149095373;2260 Hercules Dr;Los Angeles;90046;CA;34.111937;-118.364803;5;6;4549;15324
2906094299;8430 Grand View Dr;Los Angeles;90046;CA;34.102358;-118.374676;3;3;3226;9196
1431557412;8210 Alverstone Ave;Los Angeles;90045;CA;33.96404;-118.396591;5;4;2238;6791
1674004560;4832 Klamath St;Los Angeles;90032;CA;34.075554;-118.178851;3;2;1486;7478
2838464837;727 S Rampart Blvd;Los Angeles;90057;CA;34.058691;-118.283864;4;2;2128;2936
2432158819;4800 Venice Blvd;Los Angeles;90019;CA;34.046372;-118.340759;2;1;772;2521
2062745202;12566 Indianapolis St;Los Angeles;90066;CA;34.012577;-118.443896;3;4;2063;5700
1475224873;634 Stone Canyon Rd;Los Angeles;90077;CA;34.084206;-118.44364;7;5;7106;94037
1743330585;1743 Virginia Rd;Los Angeles;90019;CA;34.04227;-118.334078;5;5;4230;9692
1763700534;1469 Bel Air Rd;Los Angeles;90077;CA;34.097071;-118.447084;7;12;12339;50314
2370453238;1847 W 43rd Pl;Los Angeles;90062;CA;34.004857;-118.313027;4;2;1348;5626
1727690262;3582 Mandeville Canyon Rd;Los Angeles;90049;CA;34.113971;-118.500342;3;3;1816;10755
2790701271;3863 S Harvard Blvd;Los Angeles;90062;CA;34.015526;-118.307028;3;1;1380;4966
1764303087;128 S Madison Ave;Los Angeles;90004;CA;34.072541;-118.288664;3;2;1320;6242
2220363692;301 N Gower St;Los Angeles;90004;CA;34.076402;-118.322934;3;5;3670;9592
1753679145;5030 Cavanagh Rd;Los Angeles;90032;CA;34.068659;-118.174533;2;1;1008;5105
1315024884;4524 San Andreas Ave;Los Angeles;90065;CA;34.109458;-118.217042;2;1;784;13094
2666866544;3867 Degnan Blvd;Los Angeles;90008;CA;34.015455;-118.330305;3;2;1508;5897
1200657633;5735 W 75th St;Los Angeles;90045;CA;33.971703;-118.381439;3;3;1578;7614
1343256266;1155 S Rimpau Blvd;Los Angeles;90019;CA;34.053104;-118.335666;4;4;2602;7331
1447886193;2101 Arlington Ave;Los Angeles;90018;CA;34.03786;-118.317954;4;2;2047;4199
1212031510;1901 Weepah Way;Los Angeles;90046;CA;34.10618;-118.37401;4;4;2137;3977
1873202395;2731 W 14th St;Los Angeles;90006;CA;34.046577;-118.301321;4;3;1768;
2390476422;10518 Wellworth Ave;Los Angeles;90024;CA;34.060994;-118.430692;3;3;2072;6253
2935012670;1610 Viewmont Dr;Los Angeles;90069;CA;34.10057;-118.378963;6;5;4339;6220
2462347291;470 Layton Way;Los Angeles;90049;CA;34.072678;-118.473198;8;10;25000;198737
1050072256;3501 Hillcrest Dr;Los Angeles;90016;CA;34.023467;-118.343519;3;1;1073;5933
1634534852;8614 S Wilton Pl;Los Angeles;90047;CA;33.959447;-118.314691;2;1;1338;5410
2948610550;6115 Pine Crest Dr;Los Angeles;90042;CA;34.106738;-118.182598;4;3;4314;6561
2962552202;1600 Sunset Plaza Dr;Los Angeles;90069;CA;34.100101;-118.380373;3;3;2511;6338
2563341756;4040 Mantova Dr;Los Angeles;90008;CA;34.011721;-118.359923;3;4;2100;5963
2100205698;7023 6th Ave;Los Angeles;90043;CA;33.97568;-118.32388;2;1;1128;6002
1133614276;3174 Weldon Ave;Los Angeles;90065;CA;34.121188;-118.240276;2;1;704;5724
2500175983;4342 Don Luis Dr;Los Angeles;90008;CA;34.005828;-118.349299;3;3;1746;8965
2899042812;1002 W 124th St;Los Angeles;90044;CA;33.919979;-118.292022;3;2;1674;5353
1211696117;1941 Weepah Way;Los Angeles;90046;CA;34.107166;-118.374489;4;5;2358;5027
2280564636;3524 Military Ave;Los Angeles;90034;CA;34.020188;-118.41841;4;4;2520;5911
2370974961;4247 Kenwood Ave;Los Angeles;90037;CA;34.005913;-118.299402;4;2;1776;6050
2083883215;6520 6th Ave;Los Angeles;90043;CA;33.980079;-118.32327;4;3;2265;4800
2352419671;2627 S Cloverdale Ave;Los Angeles;90016;CA;34.031722;-118.358003;3;2;1175;3607
1885365613;530 Montecito Dr;Los Angeles;90031;CA;34.092081;-118.20196;2;1;1024;7118
2975558016;8803 Appian Way;Los Angeles;90046;CA;34.105888;-118.380889;4;4;3439;9675
2657874079;1536 E 33rd St;Los Angeles;90011;CA;34.01147;-118.24779;3;1;1404;7109
1301555677;2746 W 14th St;Los Angeles;90006;CA;34.046053;-118.301745;4;3;1440;5433
2932489959;2350 Glover Pl;Los Angeles;90031;CA;34.091844;-118.234757;2;2;666;4593
1759291781;12444 Rochedale Ln;Los Angeles;90049;CA;34.072648;-118.486601;3;3;2085;9265
2421935175;8207 Clinton St;Los Angeles;90048;CA;34.081678;-118.36842;2;2;1050;3459
1509387838;216 W 52nd Pl;Los Angeles;90037;CA;33.994493;-118.276718;2;1;960;2958
2651708752;621 W 113th St;Los Angeles;90044;CA;33.932215;-118.285656;4;2;1716;5327
1396898160;1125 Oban Dr;Los Angeles;90065;CA;34.116583;-118.218409;2;3;1432;3441
1525574311;2137 Alta St;Los Angeles;90031;CA;34.070144;-118.204097;3;2;1258;7044
1874913479;1716 S Crest Dr;Los Angeles;90035;CA;34.048605;-118.387332;4;3;2366;7009
1818891395;2239 Stradella Rd;Los Angeles;90077;CA;34.113564;-118.462987;5;6;3900;16291
1896336321;449 S Mansfield Ave;Los Angeles;90036;CA;34.065493;-118.341085;4;3;2292;6756
1133653468;5657 W 63rd St;Los Angeles;90056;CA;33.982491;-118.380946;4;4;2815;9705
2770371736;1960 Hillcrest Rd;Los Angeles;90068;CA;34.106649;-118.339577;6;6;4080;11199
2247137085;11523 Vienna Way;Los Angeles;90066;CA;34.015294;-118.427933;5;4;2515;5131
1943698186;1219 Dodds Cir;Los Angeles;90063;CA;34.05241;-118.191769;3;3;2016;10036
2233001921;10542 Butterfield Rd;Los Angeles;90064;CA;34.039433;-118.415846;3;3;2000;5754
2745646746;1397 W 38th St;Los Angeles;90062;CA;34.017577;-118.303176;4;2;1208;5288
2849599130;1324 N Fairfax Ave;Los Angeles;90046;CA;34.095147;-118.361164;4;2;2704;6551
2753072115;424 E 118th Pl;Los Angeles;90061;CA;33.925308;-118.26663;2;1;1278;5772
2595746678;6213 Haas Ave;Los Angeles;90047;CA;33.982961;-118.317047;2;1;988;4791
2995644359;1525 Blue Jay Way;Los Angeles;90069;CA;34.100301;-118.387465;4;6;6200;24816
2291019919;745 N Sierra Bonita Ave;Los Angeles;90046;CA;34.085069;-118.354575;5;6;3342;6499
2124172774;3436 Bonnie Hill Dr;Los Angeles;90068;CA;34.129326;-118.352727;4;3;2246;22987
1443887365;4112 Telluride St;Los Angeles;90031;CA;34.081213;-118.198892;3;1;1158;4474
1482305402;320 St Pierre Rd;Los Angeles;90077;CA;34.084561;-118.436084;8;11;;41225
2754690998;2415 S San Pedro St;Los Angeles;90011;CA;34.022967;-118.260779;2;1;1553;5323
1835983165;1454 E 121st St;Los Angeles;90059;CA;33.922611;-118.248789;2;1;864;5400
2930962055;2242 Dorris Pl;Los Angeles;90031;CA;34.090856;-118.237225;4;3;2126;4822
2514644615;11229 Hooper Ave;Los Angeles;90059;CA;33.932241;-118.2525;2;1;794;4983
1967619772;2370 Brookshire Ln;Los Angeles;90077;CA;34.113024;-118.477447;4;4;;7536
2064182127;165 S Hudson Ave;Los Angeles;90004;CA;34.072108;-118.333791;6;7;9198;19637
1801625892;1052 W 56th St;Los Angeles;90037;CA;33.991141;-118.293366;4;2;1216;5120
2805774382;1719 N Orange Grove Ave;Los Angeles;90046;CA;34.102124;-118.360794;5;7;4014;8429
1283945088;5030 Montezuma St;Los Angeles;90042;CA;34.111289;-118.205248;2;1;912;8418
2004804885;5835 Arlington Ave;Los Angeles;90043;CA;33.988079;-118.318922;3;2;1300;4801
1136008988;1663 N Crescent Heights Blvd;Los Angeles;90069;CA;34.101208;-118.369281;5;5;4499;9479
1019013279;1506 W 68th St;Los Angeles;90047;CA;33.977562;-118.302711;2;1;945;4683
1668500572;1455 Carmona Ave;Los Angeles;90019;CA;34.047619;-118.358649;2;1;800;2452
1468895961;735 Milo Ter;Los Angeles;90042;CA;34.114727;-118.20676;3;1;1153;4870
2521994229;1225 N Cahuenga Blvd;Los Angeles;90038;CA;34.093189;-118.329039;2;2;1574;3490
1439266388;3209 Johnston St;Los Angeles;90031;CA;34.08315;-118.207035;1;1;734;12062
1889636675;1153 S Kingsley Dr;Los Angeles;90006;CA;34.049317;-118.30342;2;1;1320;5902
2904181812;2122 Santa Ana N;Los Angeles;90059;CA;33.935992;-118.234331;4;3;1843;2671
2066434530;13137 Warren Ave;Los Angeles;90066;CA;34.010194;-118.453476;3;2;1459;8276
2387530486;10327 Anzac Ave;Los Angeles;90002;CA;33.94231;-118.238222;3;3;1688;3252
1074461853;8171 Willow Glen Rd;Los Angeles;90046;CA;34.11612;-118.374118;6;6;4749;15965
2854790468;2270 Silver Lake Blvd;Los Angeles;90039;CA;34.097563;-118.260574;3;2;1998;6146
1841965311;6430 Colgate Ave;Los Angeles;90048;CA;34.069293;-118.36567;4;4;3786;6050
2006327714;5103 Southridge Ave;Los Angeles;90043;CA;33.996228;-118.349351;4;3;3700;6512
2759865889;124 W 64th St;Los Angeles;90003;CA;33.981164;-118.274749;2;2;1176;5250
2032362086;10511 Almayo Ave;Los Angeles;90064;CA;34.045952;-118.42016;3;2;1725;6499
2643045383;1736 Westerly Ter;Los Angeles;90026;CA;34.090361;-118.268612;3;4;1742;4805
2192257651;2924 Park Center Dr;Los Angeles;90068;CA;34.123818;-118.343881;3;3;2128;3926
1586246414;6162 Oak Crest Way;Los Angeles;90042;CA;34.124889;-118.185379;3;2;1344;6512
1405179423;4758 Hickory St;Los Angeles;90016;CA;34.029496;-118.346272;5;4;2321;4320
2203573199;11607 Clover Ave;Los Angeles;90066;CA;34.022939;-118.436494;4;3;1927;7061
1242365988;3585 Wonder View Dr;Los Angeles;90068;CA;34.13308;-118.336673;3;6;5043;17812
2576766941;423 E 112th St;Los Angeles;90061;CA;33.933245;-118.266456;4;3;1552;3419
1293000712;5064 San Rafael Ave;Los Angeles;90042;CA;34.112993;-118.205758;1;1;624;2846
2333838487;320 N Martel Ave;Los Angeles;90036;CA;34.076826;-118.350722;4;2;3071;8228
1041834770;10295 Century Woods Dr;Los Angeles;90067;CA;34.054808;-118.415234;6;9;7145;310374
2549329761;4557 Don Timoteo Dr;Los Angeles;90008;CA;34.003997;-118.355666;4;3;2673;6787
1887993825;1451 Beverwil Dr;Los Angeles;90035;CA;34.053357;-118.398857;5;5;3350;6247
1817489811;1609 S Wilton Pl;Los Angeles;90019;CA;34.043177;-118.314845;5;3;2688;7628
1296827732;5712 Spring Oak Dr;Los Angeles;90068;CA;34.117631;-118.31389;5;5;3325;6678
1872076193;6347 W 6th St;Los Angeles;90048;CA;34.065723;-118.366586;6;4;4536;6172
1318947499;2174 Beachwood Ter;Los Angeles;90068;CA;34.110045;-118.320144;3;3;1317;4565
